"Sample.number","Plate.number","ID","Dung.batch","Batch","Pop","NC","Temp","Date.Hatching","Date.First.Transfer","Date.3rd.Ins","Mass.3rd.Ins","Date.PP","Sex","Date.Pupa","Days.to.Pupa","Mass.Pupa","Day.Adult","Adult.Body.Size","Day.Dead","Exclude.date.3rd","Exclude.Mass.3rd","Exclude.Mass.pupa","Exclude.adult","Exclude.death","Exclude.all","Notes"
"217","68;76;83;90;95;101;107;113;119;125;131;139;145;151;158","A1",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25","2017-07-05",0.0709,"2017-07-23","Female","2017-07-25",20,NA,NA,NA,"2017-08-04","No","No","No","No","No","No","L2 on 6/27"
"218","68;76","A2",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-29","No","No","No","No","No","No","L2 on 6/27, dead 6/29"
"219","68;76;83;90","A3toA2",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-03","No","No","No","No","No","No","Dead on 7/3"
"220","68;76","B1",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-06-29","No","No","No","No","No","No","Dead on 6/29"
"221","68;76;83;90;95;101;107;113;119;125;131;139;145","B2toB1",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25","2017-07-01",0.076,"2017-07-19","Male","2017-07-21",20,0.0458,"2017-07-31",3.483,NA,"No","No","No","No","No","No","L2 on 6/27"
"222","68;76;83;90;95;101;107;113;119;125;131;139;145;151","B3toB2toA2",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25","2017-07-03",0.0849,"2017-07-21","Female","2017-07-23",20,0.0621,NA,NA,"2017-07-29","No","No","No","No","No","No","L2 on 6/27, dying on 7/27"
"223","68;76;83;90;95","C1",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25","2017-07-03",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-05","No","No","No","No","Yes","No","L2 on 7/1, killed on 7/5"
"224","68;76;83;90","C2",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-03","No","No","No","No","No","No","L2 on 7/1, dead on 7/3"
"225","68;76;83;90;95;101;107;113;119;125;131;139;145;151;158","C3toC2toC1",1,7,"N. Carolina","-","Fluctuating","2017-06-24","2017-06-25","2017-07-03",0.0642,"2017-07-23",NA,NA,NA,NA,NA,NA,"2017-08-24","No","No","No","No","No","No","L2 on 6/27"
"226","101;107;113;119;125;131;139;145;151;158;164;170","A4toB4",1,9,"W. Australia","-","Fluctuating","2017-07-06","2017-07-07","2017-07-13",0.0899,"2017-07-31","Female","2017-08-02",20,0.0575,NA,NA,"2017-08-12","No","No","No","No","No","No","L2 on 7/9, did not eclose properly, dead 8/12"
"227","101;107;113;119;125;131;139;145;151;158;164;170","B4toC4",1,9,"W. Australia","-","Fluctuating","2017-07-06","2017-07-07","2017-07-15",0.059,"2017-08-08",NA,NA,NA,NA,NA,NA,"2017-08-06","No","No","No","No","No","No","L2 on 7/11, adult dead to shed, [sex, date, pupa and pupa mass not on plate 170]"
"228","101;107;113;119;125;131;139;145;151;158","C4",1,9,"W. Australia","-","Fluctuating","2017-07-06","2017-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-25","No","No","No","No","No","No","L2 on 7/11, kinked 7/19, dead 7/25"
"229","132","A1",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15","2017-07-21",0.0781,"2017-08-08","Male","2017-08-10",20,0.0444,"2017-08-18",3.492,NA,"No","No","No","No","No","No","L2 on 7/17"
"230","132","A2",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-25","No","No","No","No","No","No","L2 on 7/17, dead on 7/25"
"231","132","A3",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-06","Maybe","Maybe","Maybe","Maybe","Maybe","Maybe","L2 on 7/17, seed removed from well 7/27, dead 8/6"
"232","132","A4",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-06","No","No","No","No","No","No","L2 on 7/17, dead 8/6"
"233","132","B1",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-02","No","No","No","No","No","No","L2 on 7/17, kinked 7/21, dead 8/2"
"234","132","B2",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15","2017-07-21",0.085,"2017-08-12","Female","2017-08-16",26,0.0469,"2017-08-24",3.487,NA,"No","No","No","No","No","No","L2 on 7/17"
"235","132","B3",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15","2017-07-23",0.079,"2017-08-10","Male","2017-08-12",20,0.0489,"2017-08-22",3.698,NA,"No","No","No","No","No","No","L2 on 7/17"
"236","132","B4",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15","2017-07-23",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-02","No","No","No","No","No","No","L2 on 7/17, dead 8/2"
"237","132","C1",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-21","No","No","No","No","No","No","L2 on 7/17, dying 7/19"
"238","132","C2",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-23","No","No","No","No","No","No","L2 on 7/17, kinked 7/17, dead on 7/23"
"239","132","C3",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","No","dead"
"240","132","C4",1,10,"W. Australia","+","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-25","No","No","No","No","No","No","L2 on 7/17, dying 7/23, dead 7/25"
"241","153","A1",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-25","No","No","No","No","No","No","L2 on 7/23, dead 7/25"
"242","153","A2",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21","2017-07-29",0.0525,"2017-08-18","Female","2017-08-20",22,0.0342,"2017-09-01",3.145,NA,"No","Maybe","No","No","No","No","L2 on 7/23, weight 0.0342 on 8/22 instead of 8/20 (Daniel do you have it for 8/20?)"
"243","153","A3",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-27","No","No","No","No","No","No","L2 & dying on 7/25"
"244","153","A4",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-29","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 7/23, no space to move 7/27"
"245","153","B1",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21","2017-07-29",0.0762,"2017-08-14","Male","2017-08-16",18,0.0582,"2017-08-26",3.915,NA,"No","No","No","No","No","No","L2 on 7/23"
"246","153","B2",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-27","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 7/23, no space to move 7/27"
"247","153","B3",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-31","No","No","No","No","No","No","L2 on 7/23, dead 7/31"
"248","153","C1",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21","2017-07-29",0.0651,"2017-08-22","Female","2017-08-24",26,0.0381,"2017-09-01",3.301,NA,"No","No","No","No","No","No","L2 on 7/23"
"249","153","C2",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-29","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 7/23, no space to move 7/27"
"250","153","C3",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-27","No","No","No","No","No","No","L2 on 7/23, dead 7/27"
"251","153","C4",1,11,"N. Carolina","+","Fluctuating","2017-07-20","2017-07-21",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-27","No","No","No","No","No","No","L2 & dying on 7/25"
"252","112;118;124;133;140;146;152;159;165;170","A1",1,9,"N. Carolina","-","Fluctuating","2017-07-08","2017-07-09","2017-07-17",0.0542,"2017-08-14",NA,NA,NA,NA,NA,NA,"2017-08-16","Maybe","Maybe","Maybe","Maybe","Maybe","Maybe","L2 on 7/11, small kink on 7/15, dead 8/16"
"253","112;118;124;133","A2",1,9,"N. Carolina","-","Fluctuating","2017-07-08","2017-07-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","No",NA
"254","112;118;124;133;140;146;152;159;165;170","B1",1,9,"N. Carolina","-","Fluctuating","2017-07-08","2017-07-09","2017-07-15",0.0811,"2017-07-31","Male","2017-08-01",17,NA,NA,NA,"2017-08-02","No","No","No","No","No","No","L2 on 7/11, dead as pupa 8/2"
"255","112;118;124;133","B2",1,9,"N. Carolina","-","Fluctuating","2017-07-08","2017-07-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","No",NA
"256","112;118;124;133;140;146;152;159;165;170","C1",1,9,"N. Carolina","-","Fluctuating","2017-07-08","2017-07-09","2017-07-17",0.0497,NA,NA,NA,NA,NA,NA,NA,"2017-08-16","No","No","No","No","No","No","L2 on 7/11, dead 8/16"
"257","133;140;146;152;159;165;170","A2",1,10,"N. Carolina","-","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-29","No","No","No","No","No","No","L2 on 7/15, dying 7/25 still dying 7/27, dead 7/29"
"258","133;140;146;152;159;165;170","A3",1,10,"N. Carolina","-","Fluctuating","2017-07-14","2017-07-15","2017-07-23",0.0529,"2017-08-16","Male","2017-08-18",26,0.0301,"2017-08-22",3.008,NA,"No","No","No","No","No","No","L2 on 7/15"
"259","133;140","B2",1,10,"N. Carolina","-","Fluctuating","2017-07-14","2017-07-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No","No","No","Yes","No",NA
"260","133;140;146;152;159;165;170","C2",1,10,"N. Carolina","-","Fluctuating","2017-07-14","2017-07-15","2017-07-25",0.0501,"2017-08-16","Male","2017-08-18",24,0.0319,"2017-08-22",3.026,NA,"No","No","No","No","No","No","L2 on 7/15"
"261","140;146;152;159;165;170;3.2","B3toA1",1,10,"W. Australia","-","Fluctuating","2017-07-16","2017-07-17","2017-07-25",0.0624,"2017-08-24",NA,"2017-08-26",32,NA,NA,NA,"2017-09-01","No","No","No","No","No","No","L2 on 7/19, dead 9/1"
"262","159;165;170","A4",1,11,"N. Carolina","-","Fluctuating","2017-07-22","2017-07-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-29","Yes","Yes","Yes","Yes","Yes","Yes","L2 on 7/25, poked on 7/27, dead 7/29"
"263","159;165","B4",1,11,"N. Carolina","-","Fluctuating","2017-07-22","2017-07-23",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-27","No","No","No","No","No","No","Dead on 7/27"
"264","106","A1",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-13","No","No","No","No","No","No","Dead 7/13"
"265","106","A2",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07","2017-07-15",0.0682,"2017-08-04","Male","2017-08-06",22,0.0423,"2017-08-16",3.439,NA,"No","No","No","No","No","No","L2 on 7/11"
"266","106","A3",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-15","No","No","No","No","No","No","L2 on 7/11, dead 7/15"
"267","106","A4",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07","2017-07-13",0.1088,"2017-07-27","Female","2017-07-29",16,0.0791,"2017-08-08",4.192,NA,"No","No","No","No","No","No","L2 on 7/11, PP on 7/27 still with some food in gut"
"268","106","B1",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-02","No","Maybe","Maybe","No","Maybe","Maybe","L2 on 7/11, seed removed from under larva 7/23, dead 8/2"
"269","106","B2",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07","2017-07-19",0.113,"2017-08-08",NA,NA,NA,NA,NA,NA,"2017-08-10","No","No","No","No","No","No","L2 on 7/11, died as pupa, failed to eclose"
"270","106","B3",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-11","No","No","No","No","No","No","Dead 7/11"
"271","106","B4",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-13","No","No","No","No","No","No","Dying 7/11, dead 7/13"
"272","106","C1",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07","2017-07-13",NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-15","No","No","No","No","No","No","L2 on 7/11, dead 7/15"
"273","106","C2",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-13","No","Maybe","Maybe","No","Maybe","Maybe","L2 on 7/11, kinked 7/9, dead 7/13"
"274","106","C3",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07","2017-07-19",0.0697,"2017-08-16","Female","2017-08-18",30,0.035,"2017-08-26",3.285,NA,"No","No","No","No","No","No","L2 on 7/11"
"275","106","C4",1,9,"N. Carolina","+","Constant","2017-07-06","2017-07-07","2017-07-15",0.1272,"2017-07-29","Female","2017-07-31",16,0.0785,"2017-08-10",4.453,NA,"No","No","No","No","No","No","L2 on 7/11"
"276","114;120;126;134","B4",1,9,"N. Carolina","-","Constant","2017-07-09","2017-07-10",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-07-18","No","No","No","No","No","No","dead 7/18"
"277","171","A2",1,12,"N. Carolina","-","Constant","2017-07-27","2017-07-28","2017-08-05",0.0439,NA,NA,NA,NA,NA,NA,NA,"2017-08-27","No","Maybe","Maybe","No","Maybe","Maybe","Kinked head as L3, dead 8/27"
"278","171","B3",1,12,"N. Carolina","-","Constant","2017-07-27","2017-07-28","2017-08-05",0.0566,"2017-08-24","Female","2017-08-25",20,0.0462,"2017-09-04",3.579,NA,"No","No","No","No","No","No",NA
"279","173","A1",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-07",0.0649,NA,NA,NA,NA,NA,NA,NA,"2017-09-10","No","No","No","No","No","No","Dead 9/10"
"280","173","A2",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-09",0.0814,"2017-08-27","Male","2017-08-29",20,0.0499,"2017-09-08",3.637,NA,"No","No","No","No","No","No",NA
"281","173","A3",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-05",0.1004,"2017-08-25","Male","2017-08-27",22,0.071,"2017-09-06",4.226,NA,"No","No","No","No","No","No",NA
"282","173","A4",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-09",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-09","No","No","No","No","No","No","Dead on 8/9"
"283","173","B1",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-09",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-19","No","No","No","No","No","No","Dead 8/19"
"284","173","B2",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-09",0.0749,"2017-09-04","Female","2017-09-06",28,0.0474,"2017-08-16",3.533,NA,"No","No","No","No","No","No",NA
"285","173","B3",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-07",0.1278,"2017-03-23","Male","2017-08-25",18,0.0845,"2017-09-04",4.487,NA,"No","No","No","No","No","No",NA
"286","173","B4",1,12,"N. Carolina","+","Constant","2017-07-27","2017-07-28","2017-08-11",0.0967,"2017-08-29","Male","2017-08-31",20,0.0635,"2017-09-12",4.022,NA,"No","No","No","No","No","No",NA
"287","173","C1",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-01","No","No","No","No","No","No","Dead on 8/1"
"288","173","C2",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-05",0.0779,"2017-08-29","Male","2017-08-31",26,0.0517,"2017-09-10",3.698,NA,"No","No","No","No","No","No",NA
"289","173","C3",1,12,"W. Australia","+","Constant","2017-07-27","2017-07-28","2017-08-05",0.0766,"2017-08-31","Male","2017-09-02",28,0.0455,"2017-09-12",3.557,NA,"No","No","No","No","No","No",NA
"290","173","C4",1,12,"N. Carolina","+","Constant","2017-07-27","2017-07-28","2017-08-05",0.1069,"2017-08-17","Female","2017-08-19",14,0.078,"2017-08-29",4.428,NA,"No","No","No","No","No","No",NA
"291","160;167;172","A3toB1",1,11,"N. Carolina","-","Constant","2017-07-23","2017-07-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-01","No","No","No","No","No","No","L2 on 7/26, dead 8/2"
"292","1.2","1-A1",1,12,"N. Carolina","+","Constant","2017-07-28","2017-07-29","2017-08-06",0.037,NA,NA,NA,NA,NA,NA,NA,"2017-08-30","No","No","Maybe","No","Maybe","Maybe","Kinked sometime around 8/20, dead 8/30"
"293","1.2","1-A2",1,12,"N. Carolina","+","Constant","2017-07-28","2017-07-29","2017-08-08",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-18","No","No","No","No","No","No","dead 8/18"
"294","1.2","1-A3",1,12,"W. Australia","+","Constant","2017-07-28","2017-07-29","2017-08-06",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-16","No","No","No","No","No","No","dead 8/16"
"295","1.2","1-A4",1,12,"W. Australia","+","Constant","2017-07-28","2017-07-29","2017-08-10",0.0681,"2017-09-09","Female","2017-09-11",32,0.0335,"2017-09-21",3.189,"2017-09-19","No","No","No","No","No","No","Failed to fully eclose from larval cuticle, dying 9/19"
"296","1.2","1-B1",1,12,"W. Australia","+","Constant","2017-07-28","2017-07-29","2017-08-06",0.079,"2017-09-01","Male","2017-09-03",28,0.031,NA,NA,"2017-09-05","No","No","No","No","No","No","Failed pupa 9/5"
"297","1.2","1-B2",1,12,"W. Australia","+","Constant","2017-07-28","2017-07-29","2017-08-08",0.0464,"2017-09-01",NA,NA,NA,NA,NA,NA,"2017-09-03","No","No","No","No","No","No","Dead 9/3"
"298","1.2","1-B3",1,12,"W. Australia","+","Constant","2017-07-28","2017-07-29","2017-08-10",0.0445,"2017-09-05","Male","2017-09-07",28,0.0297,"2017-09-17",3.022,NA,"No","No","No","No","Maybe","Maybe","Kinked sometime around 8/22"
"299","1.2","1-B4",1,12,"W. Australia","+","Constant","2017-07-28","2017-07-29","2017-08-08",0.1118,"2017-08-30","Female","2017-09-01",24,0.0731,"2017-09-09",4.211,NA,"No","No","No","No","No","No","Made it to adult"
"300","1.2","1-C1",1,12,"W. Australia","+","Constant","2017-07-28","2017-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-06","No","No","No","No","No","No","Dead 8/6"
"301","1.2","1-C2",1,12,"W. Australia","+","Constant","2017-07-28","2017-07-29",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-02","No","No","No","No","No","No","Dead 8/2"
"302","2.2","2-A1",1,12,"W. Australia","-","Constant","2017-07-29","2017-07-30","2017-08-13",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-21","No","No","No","No","No","No","Dead 8/21"
"303","2.2","2-A2",1,12,"W. Australia","-","Constant","2017-07-29","2017-07-30","2017-08-09",0.0974,"2017-08-30","Female","2017-08-31",22,0.0541,"2017-09-08",3.933,"2017-09-08","No","No","No","No","No","No","Did not eclose properly to adult."
"304","2.2","2-A3",1,12,"W. Australia","-","Constant","2017-07-29","2017-07-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-19","No","No","No","No","No","No","Dead 8/19"
"305","2.2","2-A4",1,12,"W. Australia","-","Constant","2017-07-29","2017-07-30","2017-08-07",0.0476,NA,NA,NA,NA,NA,NA,NA,"2017-08-27","No","No","No","No","No","No","Dead 8/27"
"306","2.2","2-B1",1,12,"W. Australia","-","Constant","2017-07-29","2017-07-30","2017-08-13",0.0622,"2017-09-02","Female","2017-09-08",26,0.0411,"2017-09-16",3.373,NA,"No","No","No","No","No","No","Long delay between PP and pupa, check Daniel's versions [plate corresponds with notes here, pupa date missing on plate]"
"307","2.2","2-B2",1,12,"W. Australia","-","Constant","2017-07-29","2017-07-30","2017-08-07",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-15","No","Yes","Yes","No","Yes","Yes","dead 8/15 no room to move"
"308","2.2","2-B3",1,12,"N. Carolina","-","Constant","2017-07-29","2017-07-30",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-13","No","No","No","No","No","No","Dead 8/13"
"309","3.2","3-A1",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-08","No","No","No","No","No","No","Dead 8/8"
"310","3.2","3-A2",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04","2017-08-16",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-20","No","No","No","No","No","No","Dead 8/20"
"311","3.2","3-A3",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-24","No","No","No","No","No","No","Dead 8/25"
"312","3.2","3-A4",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-20","No","No","No","No","No","No","Dead 8/20"
"313","3.2","3-B1",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-08","No","No","No","No","No","No","Dead 8/8"
"314","3.2","3-B2",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-08","No","No","No","No","No","No","Dead 8/8"
"315","3.2","3-B3",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-20","Maybe","Maybe","Maybe","Maybe","Maybe","Maybe","Broken mandibles prior to 8/18, dead 8/20"
"316","3.2","3-B4",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-10","No","No","No","No","No","No","Dead 8/10"
"317","3.2","3-C1",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-20","No","No","No","No","Yes","No","Kinked prior to 8/18"
"318","3.2","3-C2",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04","2017-08-16",0.0445,"2017-09-01","Female","2017-09-03",18,0.0277,NA,NA,"2017-09-11","No","No","No","No","No","No","Died as pupa 9/11"
"319","3.2","3-C3",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04","2017-08-16",0.0665,"2017-08-30","Female","2017-09-01",16,0.0408,"2017-09-09",3.292,NA,"No","Maybe","Maybe","No","Maybe","Maybe","kinked 8/22 or thereabouts"
"320","3.2","3-C4",2,13,"N. Carolina","-","Fluctuating","2017-08-03","2017-08-04","2017-08-16",0.0692,"2017-09-01","Male","2017-09-03",18,0.0434,"2017-09-11",3.514,NA,"No","Maybe","Maybe","No","Maybe","Maybe","Kinked 8/20"
"321","4.2","4-A1",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-15","No","No","No","No","No","No","Dead 8/15"
"322","4.2","4-A2",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05","2017-08-15",0.0635,"2017-09-04","Female","2017-09-06",22,0.0378,"2017-09-14",3.316,NA,"No","No","No","No","No","No",NA
"323","4.2","4-A3",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05","2017-08-15",0.0765,"2017-08-31","Male","2017-09-02",18,0.0512,"2017-09-12",3.706,NA,"No","Maybe","Maybe","No","Maybe","Maybe","Leg ripped off 8/17, kinked between 8/19 and 8/23"
"324","4.2","4-A4",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05","2017-08-17",0.0824,"2017-09-06","Female","2017-09-08",22,0.0414,"2017-09-18",3.379,NA,"No","No","No","No","No","No","Kinked 8/29?"
"325","4.2","4-B1",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-17","No","No","No","No","No","No","Dead 8/17"
"326","4.2","4-B2",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-15","No","No","No","No","No","No","Dead 8/15"
"327","4.2","4-B3",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05","2017-08-23",NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-31","No","No","No","No","No","No","Dead 8/31"
"328","4.2","4-B4",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-15","No","No","No","No","No","No","Dead 8/15"
"329","4.2","4-C1",2,13,"N. Carolina","+","Fluctuating","2017-08-04","2017-08-05","2017-08-15",0.108,"2017-09-04","Female","2017-09-06",22,0.0559,"2017-09-14",3.798,NA,"No","No","No","No","No","No",NA
"330","5.2","5-A1",2,14,"W. Australia","+","Constant","2017-08-10","2017-08-11","2017-08-19",0.1001,"2017-09-10","Female","2017-09-12",24,0.0478,"2017-09-22",3.811,NA,"No","No","No","No","No","No","kinked between 8/19 and 8/23"
"331","5.2","5-A2",2,14,"W. Australia","+","Constant","2017-08-10","2017-08-11","2017-08-17",0.1089,"2017-09-10","Male","2017-09-12",26,0.0693,"2017-09-22",4.244,NA,"No","No","No","No","No","No","G: Weight missing on 8/29, weighed on 8/29"
"332","5.2","5-A3",2,14,"W. Australia","+","Constant","2017-08-10","2017-08-11","2017-08-21",0.0703,NA,NA,NA,NA,NA,NA,NA,"2017-09-10","Maybe","Maybe","Maybe","Maybe","Maybe","Maybe","kinked between 8/19 and 8/23, mandibles jammed 9/8, Died 9/10"
"333","5.2","5-A4",2,14,"W. Australia","+","Constant","2017-08-10","2017-08-11",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2017-08-17","Yes","Yes","Yes","Yes","Yes","Yes","kinked 8/15, dead 8/17"
"334","5.2","5-B1",2,14,"W. Australia","+","Constant","2017-08-10","2017-08-11","2017-08-15",0.1147,"2017-09-04","Female","2017-09-06",22,0.0876,"2017-09-16",4.59,NA,"No","No","No","No","No","No",NA
